47.128.42.156 - - [31/Oct/2024:03:39:08 +0000] "GET /robots.txt HTTP/1.1" 404 208 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
108.165.243.159 - - [31/Oct/2024:10:18:52 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:18:53 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:18:55 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:18:56 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:18:57 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:18:58 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:18:59 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:00 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:01 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:03 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:04 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:05 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:09 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:11 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:12 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:13 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:14 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:15 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:17 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:18 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:19 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:20 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:21 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:22 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:24 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:25 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:26 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:27 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:28 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:30 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:31 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:36 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:37 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:38 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:39 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:40 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:41 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:43 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:44 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:45 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:46 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:47 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:48 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:50 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:51 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:52 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:54 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:55 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:56 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:19:57 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:20:01 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:20:02 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:20:03 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:20:04 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.159 - - [31/Oct/2024:10:20:05 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:09 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:13 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:14 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:15 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:16 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:17 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:19 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:20 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:21 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:22 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:23 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:24 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:25 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:26 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:30 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:32 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:33 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:34 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:35 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.164 - - [31/Oct/2024:10:20:36 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.168 - - [31/Oct/2024:10:20:40 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:20:47 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:20:48 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:20:49 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:20:51 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:20:52 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:20:53 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:20:54 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:20:55 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:20:56 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:20:58 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:20:59 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:00 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:06 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:07 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
54.36.148.51 - - [31/Oct/2024:10:21:08 +0000] "GET /art.php?gallery=Attractor_Patterns HTTP/1.1" 200 2584 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
108.165.243.160 - - [31/Oct/2024:10:21:08 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:10 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:12 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:13 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:14 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:15 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:16 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:18 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:19 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:20 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:21 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:22 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:23 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:25 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:26 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:27 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:28 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:32 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:33 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:34 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:35 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:36 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:37 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:38 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:40 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:41 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:42 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:43 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:44 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:45 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:47 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:48 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:49 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:50 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:51 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:52 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:53 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:57 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:58 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:21:59 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:01 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:02 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:03 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:04 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:05 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:06 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:07 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:08 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:09 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:11 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:12 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:13 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:14 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:15 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:16 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:17 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:18 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:23 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:24 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:25 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:26 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:27 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:29 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:30 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:31 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:32 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:33 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:34 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:36 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:37 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:38 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:39 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:40 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:41 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:42 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:43 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:48 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:49 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:50 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:51 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:52 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:53 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:54 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:55 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
108.165.243.160 - - [31/Oct/2024:10:22:57 +0000] "GET / HTTP/1.1" 200 1828 "http://www.narayana-art.co.uk" "Go-http-client/2.0"
